epoch,f1_score,loss,val_f1_score,val_loss
32,0.9165014459162343,0.0527366929212395,0.5310846635273525,0.1671674792255674
33,0.9249928605799772,0.048729725136440624,0.5996129104069301,0.17350777430193765
34,0.9232850515112585,0.0471794702872938,0.5490705649058024,0.2135168602069219
35,0.9273649347071745,0.046710481357817746,0.3829921461286999,0.24372323197977883
36,0.937998430826226,0.04257011767856929,0.5194126617340814,0.20743158431280226
37,0.9361088263745211,0.04098835436969387,0.5468677872703189,0.21881265072595504
38,0.9479912563246123,0.03611121925772453,0.5282830391611372,0.2689588837680362
39,0.952674484496214,0.034407537202445826,0.5342256432487851,0.23854353967167083
40,0.9581449486771408,0.031324378043717266,0.6023339169366019,0.20670800975390843
41,0.9665498750550406,0.028231254698974747,0.6094247182210286,0.18599746312413898
42,0.965262369477019,0.027555918191768686,0.6157670628456843,0.17641009191672008
43,0.971622165611812,0.025676435330996707,0.6488945132210141,0.16217296265420458
44,0.976446445864074,0.024210686411480515,0.6855364805176145,0.14277568445319222
45,0.9781680652073451,0.023827759275326925,0.7088414788246155,0.12964240908622743
46,0.9754387135408362,0.02357159821810771,0.715186243397849,0.12482865559203284
47,0.9769688487052918,0.022572937227633535,0.7147708433015006,0.12015128745919182
48,0.9795792409351893,0.022301718212512076,0.7230337568691798,0.12104203445570809
49,0.9805800248165519,0.02170826278018708,0.7303741375605265,0.12080872470424289
50,0.9815318436038737,0.020872225270283467,0.7519893504324413,0.11473884951500665
51,0.9832075693169419,0.02065266735699712,0.7587974962734041,0.10785061560925983
52,0.980566629828239,0.021564885989135626,0.7765243865194775,0.10236691044909614
53,0.9826153723561034,0.02049626365912204,0.7861892263094584,0.09977269974492844
54,0.9813820683226293,0.020586811447021913,0.7850989273616246,0.10371120132151104
55,0.9856963403370915,0.019370414065767307,0.7800513210750761,0.1047077789193108
56,0.9881127751603418,0.01887969700809644,0.7839501057352338,0.1004342543227332
57,0.988650846238039,0.018308077106366352,0.7894210775693258,0.09860339448565529
58,0.9858360504617496,0.01819111073047531,0.788848150344122,0.09888975400300253
59,0.988929228393399,0.017795061821840246,0.7909946169172014,0.0985886683776265
60,0.9868269370526683,0.018311696986154632,0.7887895765758696,0.10078787094070799
61,0.9889559076756848,0.01699101353938482,0.7884114855811709,0.10071129699548086
62,0.9866858097971702,0.01816460794332076,0.7894691586494446,0.09922804577010018
63,0.9902300615699924,0.01683588702307672,0.793736758118584,0.09672204036088217
64,0.9891134833802983,0.01745078229174322,0.7956387264387949,0.09891706754763921
65,0.9903674052686108,0.01692562018121992,0.8030716248920986,0.09520174655176344
66,0.9901661055428641,0.016626526270898022,0.820339974902925,0.09054282846904936
67,0.989959459158839,0.01708371604279596,0.8264285405476888,0.0869242264401345
68,0.9899297040335986,0.016393945708262678,0.8346046765645345,0.08423077776318505
69,0.9908840101592394,0.01619278908688195,0.8355218370755514,0.08310954237268084
70,0.9953864508745621,0.014870805764684872,0.8201997683161781,0.08782924697512672
71,0.993155304266482,0.01534981268020917,0.8065855588231768,0.09429417578946976
72,0.9901094229853883,0.015475924571557921,0.8044247649964832,0.09668110793545133
73,0.9906230532393163,0.015682138289724076,0.8003775755564372,0.09641988369680586
74,0.9936369282858712,0.014859630806105478,0.8040699584143502,0.09565356416361673
75,0.993744222242005,0.014266022819341445,0.8023712266059149,0.09692074322984331
76,0.9955852829680151,0.014405275828072004,0.8137412684304374,0.09506264676650365
77,0.9916698083585622,0.015030832938393768,0.8139113727070036,0.0942922666668892
78,0.9930434701394062,0.014412078550275492,0.8162365453583854,0.09373933509701775
79,0.9941339762843385,0.014522527599213075,0.8186135791596912,0.09269063948165802
80,0.9944537719901727,0.014336314386859231,0.8218571702639262,0.09172689517339071
81,0.9915375840907195,0.01484917763392536,0.8246242676462446,0.09125953735340209
82,0.9912703591950086,0.014666732123159632,0.8247226556142171,0.09060248540980476
83,0.9932725709311816,0.014181506002739984,0.8249493911152794,0.09010523103532336
84,0.9943372273931698,0.01403784488840979,0.8277649663743518,0.09004938503106436
85,0.9896676124358664,0.01515417113063895,0.8277650384675889,0.08981285457100187
86,0.9905017626528837,0.015147482413722544,0.8279814515795026,0.0897104249823661
87,0.9939564685432278,0.014233758118079634,0.8271480781691415,0.08965742878970645
88,0.9931692245055218,0.014295439406925318,0.8273067956879026,0.08959218788714636
89,0.9922246947580454,0.014797435712297352,0.8292540448052542,0.0895466800956499
90,0.9930139412685316,0.01442816284086023,0.8284207207815988,0.08949140324479057
91,0.9936197791780744,0.014359507694536327,0.8295346174921309,0.08942663094827107
92,0.9925272501244837,0.014923955598960117,0.8295345760527111,0.08933972482170377
93,0.9940183965527282,0.014324502624115165,0.8324843679155622,0.08928946547565006
94,0.9934919722226201,0.01471303335714097,0.8333470707847959,0.08931753997291837
95,0.9916789295722027,0.014464806195120422,0.8333470009622119,0.0892608798685528
96,0.992488512944202,0.014639271073499504,0.8347075746172951,0.0892642937245823
97,0.9917390684692227,0.014971213829608596,0.8347075575873966,0.08924155320440019
98,0.9907353834230073,0.01457969788081792,0.8361814970061893,0.08921725437754677
99,0.992618841784341,0.014762980445307128,0.8353481559526352,0.08925334704773767
100,0.9938222379100566,0.014052848540702644,0.8353481570879618,0.08924266263133003
101,0.9923114136773713,0.014406711684197795,0.8353481417610532,0.08928017013129734
102,0.99295098513973,0.014127623939848675,0.8361814623787289,0.08918345251253673
103,0.9912677747862679,0.014835500876818385,0.8353481417610532,0.08914366201275871
104,0.9896360178383029,0.014706745249580364,0.8338005332719712,0.08915987156686328
105,0.9925723024777003,0.014094587502887054,0.8329671587262835,0.08912303873470852
106,0.9960657484677373,0.013999191549967746,0.8353481417610532,0.08911853979031245
107,0.9939797926922234,0.014296120279753695,0.8353481445993696,0.08911647846301397
108,0.9917092768513427,0.015006197749504022,0.8339875703766233,0.08922769214425769
109,0.9918333963472016,0.014687844267000958,0.8339876078424,0.08920027783938816
110,0.9932855562287934,0.014362780947466286,0.8353481111072358,0.08909974885838372
111,0.9939620648111616,0.013959244794535393,0.8353481099719093,0.08909330268700917
112,0.9925810188663249,0.014588300663293625,0.8329671950567337,0.08918524015517462
113,0.9931699035119037,0.014377528383415572,0.8316066991715204,0.0892540522984096
114,0.9930311027838259,0.014503952283032086,0.8316066191309974,0.08931033497764951
115,0.9934057437643713,0.01454498999352966,0.833987565835317,0.0892470814642452
116,0.9927009426817602,0.014716391767166099,0.831606624239967,0.08923312368847075
117,0.9925972505491607,0.01408885837893705,0.8316066145896912,0.08934515225035804
118,0.9914154286287269,0.01457554238031105,0.8316066174280076,0.08932776167279198
119,0.9934435326225903,0.014281050495955409,0.8316066554614476,0.08933634630271367
120,0.9922587487162376,0.014206449368170329,0.8316066452435085,0.08930100216752007
121,0.9914029654191465,0.014864232619198002,0.831606624239967,0.08937694281339645
122,0.9935130119323731,0.014415440373882956,0.8339876135190328,0.08932297690993264
123,0.991508645184186,0.014586869429568855,0.8316066645440601,0.08935663167919432
124,0.9922501868131209,0.01440241491155965,0.8324399959473383,0.08936959923732848
125,0.9953916031487134,0.014289194949883588,0.8316066469464983,0.08937757738998958
126,0.9924518903907464,0.014594724926413323,0.8324400112742469,0.08929921076411293
127,0.9947454007304445,0.013734375822300814,0.8324400004886445,0.08928061553410122
128,0.9934448575486943,0.014278226307764345,0.8316066179956708,0.08935338570958092
129,0.9926010533254974,0.014274001075905197,0.831606662273407,0.08943939109643301
130,0.9928384420823078,0.014124801374819813,0.8316066497848147,0.0894309360356558
131,0.9919372176637455,0.014756783679583852,0.8316066588674272,0.0894365342600005
132,0.9953726710105429,0.013812935816086069,0.8316066520554679,0.08944401407525653
133,0.988711827141898,0.015132361563036637,0.831606612319038,0.08932554523150125
134,0.991808832664879,0.014716186883802317,0.8316066565967741,0.08931231764810425
135,0.993729867497269,0.01407926081470689,0.8316066560291109,0.08928790645939963
136,0.9932419081123508,0.014300189098837424,0.8316066611380805,0.08927296769051325
137,0.9929255590146902,0.014620625805489871,0.8316066304842631,0.08931576510270436
138,0.9920790635809607,0.015232240948445943,0.831606624239967,0.08937805401427405
139,0.9913437412709606,0.015402037912637603,0.8316066651117234,0.08932954605136599
140,0.9916231644396879,0.014987073177281691,0.8304927349090576,0.08934037543478467
141,0.9924060502830817,0.014467542101534045,0.8304927706718445,0.08930157614605767
142,0.9897497894812604,0.014693488978913852,0.8304927178791591,0.08923899275915963
143,0.9905889681407384,0.014483894711854507,0.8304927377473741,0.08929010040703274
144,0.9953582999657612,0.013823158385194078,0.8304927553449358,0.08926270887965247
145,0.993313132500162,0.014639885145790723,0.8318532994815282,0.08922291376761028
146,0.9929679474052118,0.014360923335260274,0.8318532693953741,0.08921184504315967
147,0.9937595364998798,0.014346795240227058,0.8318533074288141,0.08924262403022676
148,0.991348758522345,0.014619018988949913,0.8318532716660273,0.08922941457657586
149,0.9923135874222736,0.014153261900860437,0.8318532756396703,0.08924481790690195
150,0.9909109521885308,0.01461251116528803,0.8318533500035604,0.08922066057012194
151,0.9898274015407174,0.01455007942811567,0.8318532597450983,0.08920354821852275
152,0.9951380676152755,0.013485371690167456,0.8329671490760077,0.08924123843510946
153,0.9945739347107556,0.014359243320567268,0.8329671854064578,0.08922775032974425
154,0.9924653257642474,0.014012674314483088,0.8329672370638166,0.08911474205198743
155,0.991395700221159,0.014431498982772534,0.8329671922184172,0.08918468384515671
156,0.9927494749730947,0.014263647030658869,0.832967205842336,0.08920510723477318
157,0.9928807017754535,0.014072439834779623,0.8329671933537438,0.08922504356929234
158,0.9933182777190696,0.014260579402349434,0.8329671485083444,0.0891609305427188
159,0.9946397287505013,0.01426519909683539,0.8329671871094476,0.08917170734632583
160,0.9925186390779457,0.014188918509349531,0.8329671842711313,0.08916790386041006
161,0.992223317769109,0.014555197802125192,0.8329672007333665,0.0892128791127886
162,0.9911589009421212,0.014595781449152499,0.8329671541849772,0.08921511393217814
163,0.9926947087657695,0.01432275403747145,0.8318533057258243,0.08919218657981781
164,0.9913281265570193,0.0149222552624284,0.8318533000491914,0.08919510976189658
165,0.993893930863361,0.014167505350648141,0.8318532960755485,0.08921588765723365
166,0.9947877922836615,0.014413587870646496,0.8329672030040196,0.08925115913152695
167,0.9930060182298933,0.014493740954417356,0.8318533114024571,0.0892681666782924
168,0.9914836786231216,0.014860985595352795,0.831853301184518,0.08932413636218933
169,0.9915138166777941,0.014856056629547051,0.8329672013010297,0.08930812109084356
170,0.9931711685900786,0.014142556815427176,0.832967147940681,0.08928049298978988
171,0.9943398400228851,0.014247934208536634,0.8329671990303766,0.08923744857311249
172,0.9909594613678602,0.01444562350456812,0.8329671854064578,0.08924584502265567
173,0.9890560605088059,0.01497261963632642,0.8329672064099993,0.08936178563606172
174,0.9936168923669931,0.01456661018333873,0.8329672052746727,0.08934158285458883
175,0.9934897454417482,0.014674748658981858,0.8329671547526405,0.08929249218532018
176,0.9933974584754632,0.014361603409812159,0.832967187677111,0.08927259743213653
177,0.9917380992247133,0.015015829118842982,0.832967111610231,0.08943248100223995
178,0.9911325649339325,0.014818435143299249,0.8329672353608267,0.08943253819431578
179,0.9927110474936817,0.014247349854938838,0.8329671950567337,0.08944942447401229
180,0.993365612808539,0.014521204585171475,0.8329671893801008,0.08941817170097714
181,0.9931339655603681,0.014073246835293818,0.831853309131804,0.08931340355248678
182,0.9947726874935384,0.014164710029655574,0.8318532960755485,0.08930529817229226
183,0.9938795980142088,0.014324906320140069,0.8318532943725586,0.08934912128107889
184,0.9923428764148634,0.014368578628161733,0.8318532733690172,0.08926093805403937
185,0.9917612744837391,0.014858813701691675,0.8329671899477641,0.08929822962908518
186,0.9908184440768495,0.014417342286632986,0.8320941442535037,0.08934259925569807
187,0.9926494196969635,0.014355049575013774,0.832094178880964,0.08942985080537341
188,0.9946018525532314,0.013439225576513884,0.8329672257105509,0.08939976961839767
189,0.9924089957256707,0.01458287020118869,0.8329671581586202,0.08938687195380529
190,0.9949793998075991,0.014173670683284196,0.8320941993168423,0.0894544644015176
191,0.9932862819457541,0.014510697673778144,0.8320942010198321,0.08942914449033283
192,0.9931428089433787,0.014408111800344623,0.8329671854064578,0.08940383486804508
193,0.9930429740827911,0.014285336944217585,0.8329671553203037,0.08942290374210903
194,0.9909671790745793,0.014704299334208576,0.8329672291165306,0.08943862751835868
195,0.9949636571261348,0.01393860433326692,0.8329672302518573,0.08941719297851836
196,0.9938242537634713,0.014346249812111562,0.8307336250940959,0.08946843970389594
197,0.9902044668489572,0.014708098503095762,0.8307336784544446,0.08948295407351993
198,0.9938679449412288,0.014261181960452576,0.8307336012522379,0.0894071808173543
199,0.9937776229819473,0.014768442146632137,0.8307336290677388,0.08963376588764645
